compound,LogP,num_ring,tc,num_hba,num_hbd,A_E_HOMO (a.u.),A_E_LUMO (a.u.),A_Molweight (Da),A_Total Atoms (n),A_Volume (Angstrom^3),A_Surface area (Bohr^2),A_Positive surface area (Bohr^2),A_Negative surface area (Bohr^2),A_Electric Density (g/cm^3),A_Potential Minimal value (kcal/mol),A_Potential Maximal value (kcal/mol),A_Internal charge separation (a.u.),A_MPI (eV),A_Nonpolar surface area (Angstrom^2),A_Polar surface area (Angstrom^2),A_Overall skewness (),A_Sphericity (),Vertical IP,Vertical EA,Mulliken electronegativity,Chemical potential,Hardness,Softness,Nucleophilicity index,Electrophilicity index,ESP_MAX_O_e,ESP_Pi_O_e,ALIE_AVG_O_e,LEA_MAX_O_e,rho_All_AVG_O_e,EDensity_MIN_O_e,EDensity_MAX_O_e,smiles,Metal,delta_G,Ionic_Radius,Atomic_Number,electronegativity,MW,coord_num,FirstIE,SecondIE,ThirdIE
CID_2735057,1.1947,1,57.53,2,2,-0.241501,-0.010934,165.1663,21,1419.95333,730.86102,0.0,730.86102,1.3034,-146.7178,-22.10606,0.04599879,3.51021806,0.0,204.66,-0.1771089731,0.8359,0.154197,-0.12019,0.017003,-0.017003,0.274387,3.64449,0.259051,0.000527,-103.44871032500001,6.401689,9.328623,-17.53459573,-0.0030725500000000003,0.003987667,0.0040088355,C1=CC=C(C=C1)[C@H](CC(=O)O)O,deltaG_Mn_4,-0.0618656100002681,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_59872488,1.8294000000000001,0,46.53,4,1,-0.224401,0.005671,201.2239,20,1564.82834,765.8248,0.0,765.8248,1.441,-137.80203,-35.80175,0.03633761,3.56590425,0.0,214.45,-0.5164721356,0.8511,0.156154,-0.138675,0.00874,-0.00874,0.294829,3.391794,0.24242,0.00013,-106.369159525,4.5133865,9.667988999999999,-18.66549055,-0.00262305,0.003986994000000001,0.0040089065,CSCOP(=O)(CSC)O,deltaG_Mn_4,-0.0589125699996202,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_54512715,1.8394000000000004,1,57.53,2,2,-0.236601,-0.00953,213.19051,28,1823.40965,889.84145,0.0,889.84145,1.3102,-144.0744,-28.86563,0.03871453,3.41054311,0.0,249.18,-0.5806936047,0.8111,0.15785,-0.126614,0.015618,-0.015618,0.284464,3.515387,0.233655,0.000429,-101.320019605,7.2489175,9.443253,-18.307742525000002,-0.0028385249999999997,0.003988868499999999,0.0040098405,C1=CC=C(C=C1)CP(=O)(CCCO)O,deltaG_Mn_4,-0.0693784539998887,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_126507004,2.6652000000000005,0,74.22000000000001,5,1,-0.268583,0.003508,269.25225,39,2315.25063,1086.95568,0.0,1086.95568,1.3032,-140.85681,-23.32502,0.04325025,3.01564756,0.0,304.38,-0.7771292604,0.7786,0.180144,-0.118817,0.030664,-0.030664,0.298961,3.344917,0.223214,0.001573,-111.249225785,3.9693235000000002,9.839368499999999,-19.713122285,-0.00255732,0.0039842095000000004,0.004011083,CCCCOC(C)OP(=O)(O)OC(C)OCC,deltaG_Mn_4,-0.0654417500006729,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_139843851,2.9564000000000017,0,63.60000000000001,3,1,-0.237742,-0.049234,261.27491,39,2410.93155,1217.13307,0.0,1217.13307,1.2144,-154.30099,-4.31524,0.05090233,2.60744876,5.68,335.15,-0.9321268407,0.7144,0.144836,-0.069946,0.037445,-0.037445,0.214781,4.655901,0.256515,0.003264,-115.32439250499999,5.6130215,9.027808,-17.486063485,-0.002735975,0.003985057,0.0040094605,CC(=C)C(=O)OCCCCCCCP(=O)(C)O,deltaG_Mn_4,-0.0764085399998748,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_728434,3.0070200000000007,2,66.4,3,2,-0.2333,-0.0587,260.28868,28,2037.48102,997.34111,3.92045,993.42067,1.4316,-152.29568,2.18536,0.04971134,2.97130668,11.51,267.77,-0.3918351256,0.7793,0.14986,-0.077503,0.036178,-0.036178,0.227363,4.398259,0.254038,0.002878,-109.50642494499999,6.7527735,9.494435,-18.314637975,-0.002963185,0.003988328,0.0040093785,CC1=C(C=CC=C1NC(=O)C2=CC=CS2)C(=O)O,deltaG_Mn_4,-0.0727303200003461,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_117100362,1.5072,3,37.3,1,1,-0.229954,0.005756,151.18278,22,1329.66579,658.52419,0.0,658.52419,1.2741,-159.80586,-40.60086,0.04923727,3.76740712,0.0,184.41,-0.5645847634,0.888,0.133838,-0.134855,-0.000509,0.000509,0.268693,3.721719,0.28395,0.0,-116.98769412,6.218527,8.833984000000001,-16.105327215000003,-0.00317249,0.003990281,0.004009894999999999,C1CC2CC1C3C2(C3)C(=O)O,deltaG_Mn_4,-0.0841350319999492,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_121391966,3.822300000000003,0,59.00000000000001,4,1,-0.215196,0.00298,308.37455,51,2922.16415,1432.59846,0.0,1432.59846,1.1826,-141.43239,-14.10259,0.04416036,2.60557755,0.0,401.17,-0.9155038223,0.69,0.155623,-0.098351,0.028636,-0.028636,0.253974,3.937408,0.23538,0.001614,-115.86900205500001,3.6837355,9.713499500000001,-19.070686275,-0.002707205,0.0039844830000000005,0.004009407499999999,CCCCCCCCCCOP(=O)(O)OCCN(C)C,deltaG_Mn_4,-0.0600916899995809,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_60808076,2.012,1,75.63,3,2,-0.228032,0.001851,242.29197,37,2186.9429,1082.71932,0.0,1082.71932,1.2415,-157.83094,-2.60489,0.05209084,2.77488867,1.91,301.29,-0.8177771749,0.7525,0.135642,-0.098291,0.018676,-0.018676,0.233933,4.274728,0.280905,0.000745,-114.28441271,6.5191315,8.866051500000001,-15.98388406,-0.00317103,0.003988358,0.004010395,CC(C)COC(=O)NC1CCC(CC1)C(=O)O,deltaG_Mn_4,-0.0782817640003941,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_87993835,3.245500000000002,0,37.3,1,1,-0.23138,0.002651,191.22801,32,1886.16618,919.65118,0.0,919.65118,1.1361,-154.63771,-25.06605,0.04570671,3.21048173,0.0,257.53,-0.8511660008,0.8028,0.142095,-0.123286,0.009404,-0.009404,0.265382,3.768159,0.255817,0.000167,-113.642812135,5.794646999999999,8.999461,-17.48672205,-0.002811625,0.003989098,0.0040097625,CCCCCC(CC)P(=O)(C)O,deltaG_Mn_4,-0.0861861699997916,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_141322862,0.7725,1,54.370000000000005,2,1,-0.238644,-0.040345,169.09477,17,1340.74593,695.60043,0.0,695.60043,1.4133,-137.75018,-25.75846,0.04137149,3.74820857,0.0,194.79,0.1064419248,0.8453,0.156496,-0.133212,0.011642,-0.011642,0.289708,3.45175,0.245467,0.000234,-100.605029005,5.2573384999999995,9.630789499999999,-18.83737934,-0.0026358199999999997,0.003979244,0.0040088795,C1=CC=C(C=C1)P(=O)(C=O)O,deltaG_Mn_4,-0.0408935760003714,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_156010807,3.2729000000000013,0,80.39,2,2,-0.243917,0.002166,276.33265,45,2640.35989,1312.9938,0.0,1312.9938,1.1728,-139.42047,-12.60928,0.04616434,2.51421977,0.0,367.68,-0.7224761496,0.7036,,,,,,,,,-102.49595671,5.4299505,9.340338,-18.082323735,-0.002760795,0.003984466,0.004008558000000001,CCCCCCCCCCP(=O)(CCC(=O)N)O,deltaG_Mn_4,-0.0631297100005667,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_65069846,2.7981000000000007,3,49.33,2,2,-0.213009,0.00075,250.35713,42,2304.54375,1032.56842,0.0,1032.56842,1.2174,-155.89807,-30.39781,0.04148128,3.07801897,0.0,289.15,-1.1094020674,0.8171,0.129118,-0.118234,0.005442,-0.005442,0.247351,4.042832,0.26818,6e-05,-115.81804769,6.211489,9.1610215,-17.247037210000002,-0.00315043,0.0039879584999999995,0.004009663,C1CCCC(CC1)NC2C3CCC(C3)C2C(=O)O,deltaG_Mn_4,-0.0812562839996644,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_22646194,1.5697,1,71.44,3,1,-0.233729,-0.020039,211.23483,30,1823.23191,870.42207,0.0,870.42207,1.2983,-143.6528,-36.43688,0.03821624,3.25630347,0.0,243.74,-0.7128872707,0.8292,0.15509,-0.127526,0.013782,-0.013782,0.282616,3.538365,0.244344,0.000336,-105.03635156,5.9761955,9.577396,-18.478851735,-0.00310653,0.0039863385,0.004010036999999999,CC(=O)CCC1(CCCCC1=O)C(=O)O,deltaG_Mn_4,-0.0798264059999382,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_5312498,5.660500000000005,0,37.3,1,1,-0.217698,-0.045595,277.42234,49,2900.17674,1488.34609,0.0,1488.34609,1.0719,-160.41416,-6.45702,0.05160276,2.13052158,18.31,398.47,-1.2706993271,0.6608,0.129873,-0.057939,0.035967,-0.035967,0.187812,5.324461,0.281799,0.003444,-117.78608254,6.413364,9.1599455,-16.163728575,-0.003122715,0.0039878305,0.0040106375,CCCC/C=C\C=C/C=C/CCCCCCCC(=O)O,deltaG_Mn_4,-0.0793662519997724,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_53865619,1.6733,0,37.3,1,1,-0.214499,0.003768,127.16131,20,1267.31952,664.70128,0.0,664.70128,1.1244,-157.88946,-37.02595,0.04834963,3.79352541,0.0,186.14,-0.5326682075,0.852,0.122321,-0.141818,-0.009749,0.009749,0.264139,3.785885,0.279345,0.00018,-118.181332075,5.98614,9.2314465,-18.459577305,-0.003129535,0.003985913,0.0040088895,CC=C(C)C(C)C(=O)O,deltaG_Mn_4,-0.0802348159998018,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_142025282,1.6443999999999999,0,76.07,4,1,-0.245371,-0.003224,266.2516,38,2299.63195,1062.58779,0.0,1062.58779,1.2974,-142.34819,-27.95907,0.03665309,3.01867046,0.0,297.55,-0.9213746892,0.7929,0.167936,-0.117754,0.025091,-0.025091,0.285689,3.500305,0.230372,0.001102,-106.37913520500001,5.685401499999999,9.0158755,-18.088397030000003,-0.0024224199999999998,0.0039868715,0.0040091545,CCC(C)(C)CON(COCP(=O)(C)O)C=O,deltaG_Mn_4,-0.0776586100002987,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_154434776,3.327200000000002,0,64.99000000000001,4,1,-0.26147,0.000474,267.27946,41,2394.66731,1115.0116,0.0,1115.0116,1.2507,-140.99227,-34.77777,0.03762819,3.15821964,0.0,312.24,-0.9164974638,0.7763,,,,,,,,,-116.51118522499999,3.8940545,9.764278000000001,-19.610776695,-0.0028461600000000004,0.0039873595,0.0040095554999999995,CC(C)OC(C)(C)OP(=O)(O)OCC(C)(C)C,deltaG_Mn_4,-0.0638985000002776,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_68136586,2.6778000000000013,1,72.83000000000001,4,1,-0.252649,-0.019988,263.2477,37,2214.98857,1041.05749,0.0,1041.05749,1.3318,-134.23265,-29.73098,0.03794568,3.1030307,0.0,291.53,-0.7772683066,0.7893,0.180861,-0.117679,0.031591,-0.031591,0.29854,3.349638,0.214551,0.001671,-108.643541395,3.5044815,9.866398,-19.57129465,-0.00271597,0.0039831795,0.004009525,CCOP(=O)(O)OC(C1CCCCC1)C(=O)C,deltaG_Mn_4,-0.0642640000003211,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_24860318,1.86,2,85.45,5,1,-0.244871,-0.047594,245.21132,27,1954.09203,1012.05342,0.0,1012.05342,1.4062,-144.81442,-7.63238,0.05592144,2.92522737,2.97,280.44,-0.4204098726,0.7469,0.167836,-0.079185,0.044325,-0.044325,0.247021,4.048245,0.250212,0.003977,-98.783488265,4.711021,9.639868,-18.600846654999998,-0.002991345,0.003977313499999999,0.004009573000000001,C1=CC=C(C=C1)/C=C/COC2=NON=C2C(=O)O,deltaG_Mn_4,-0.047081526000511,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_91874396,1.9622000000000002,1,37.3,3,3,-0.215846,-0.028793,185.24324,16,1416.77736,720.5195,0.0,720.5195,1.4652,-151.24345,-26.25166,0.04767898,3.56672217,0.0,201.77,-0.3104875911,0.8467,0.149154,-0.121236,0.013959,-0.013959,0.27039,3.698364,0.24527,0.00036,-109.57842596500001,6.4900475,9.6257325,-18.12871328,-0.00243111,0.003982515,0.004010636,C1=CC(=C(C=C1S)C(=O)O)S,deltaG_Mn_4,-0.0644020100005491,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_15680482,2.3140000000000005,1,46.53,2,1,-0.255212,-0.017243,213.19051,28,1840.52543,863.5798,0.0,863.5798,1.298,-145.57743,-26.54968,0.04634557,3.36351426,0.0,241.83,-0.6627626784,0.841,,,,,,,,,-114.92061060500001,4.4859735,9.553931500000001,-18.76198871,-0.0027376450000000004,0.003986118,0.0040104175,CCCCOP(=O)(C1=CC=CC=C1)O,deltaG_Mn_4,-0.0630096899999443,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_17608055,0.17779999999999951,1,89.62000000000002,3,2,-0.231293,-0.016875,208.19109,25,1719.91897,888.87589,6.52172,882.35417,1.3564,-149.6886,6.75712,0.05277228,2.98655986,5.86,243.05,-0.5348110357,0.781,0.156206,-0.105416,0.025395,-0.025395,0.261623,3.822295,0.253799,0.001233,-107.910420285,5.869619999999999,9.506268500000001,-17.972048715,-0.00307437,0.003984981,0.0040119375,C1=CC(=CC=C1CC(=O)N)OCC(=O)O,deltaG_Mn_4,-0.0635612039993702,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_10751417,3.4365000000000014,1,37.3,1,1,-0.231541,-0.008162,219.29999,35,2147.40313,1078.76846,0.0,1078.76846,1.1444,-160.05279,-14.23138,0.05465154,2.7660983,0.0,302.09,-0.8678711847,0.7462,0.131081,-0.1011,0.014991,-0.014991,0.232181,4.306991,0.279036,0.000484,-117.66362925000001,6.3668305,9.186681,-16.31223984,-0.00313176,0.0039870059999999995,0.00401027,CCCCC1=CC=C(C=C1)CCCC(=O)O,deltaG_Mn_4,-0.0809019680000346,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_233599,0.8788,1,54.370000000000005,2,1,-0.239155,-0.025307,183.20447,19,1442.41377,732.95059,0.0,732.95059,1.4233,-142.33141,-20.75012,0.04184432,3.54090369,0.0,205.25,-0.012136986,0.8423,0.154416,-0.124179,0.015119,-0.015119,0.278595,3.589444,0.25144,0.00041,-97.80467641499999,5.981795,9.319356500000001,-17.54300327,-0.002883165,0.0039806215,0.0040098225,C1=CC=C(C=C1)S(=O)CC(=O)O,deltaG_Mn_4,-0.0535683379998772,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_22338158,2.48294,2,53.09,1,2,-0.205078,-0.023433,188.20302,24,1618.27893,813.62241,0.0,813.62241,1.3032,-151.25093,-28.21075,0.04537242,3.38909028,0.0,227.84,-0.5029269231,0.8193,0.139501,-0.121849,0.008826,-0.008826,0.26135,3.826293,0.257155,0.000149,-108.989371645,7.008331500000001,9.1768705,-16.73402874,-0.003022355,0.003986735,0.004011068,CC1=C2C(=CC=C1)C(=C(N2)C(=O)O)C,deltaG_Mn_4,-0.0795849839998936,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_54069961,2.9502000000000006,2,50.19,2,1,-0.226548,-0.065666,224.23522,27,1916.52894,967.14032,0.0,967.14032,1.3111,-157.11969,-11.6087,0.05569485,3.10305599,0.0,270.83,-0.5845519133,0.7715,0.145501,-0.083173,0.031164,-0.031164,0.228674,4.373031,0.261144,0.002124,-117.353215355,5.363894,9.474182500000001,-17.61240662,-0.0029262000000000003,0.0039841600000000005,0.0040085875,C1=CC=C(C=C1)C=CC2=NC(=CC=C2)C(=O)O,deltaG_Mn_4,-0.0671828100000766,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_2786627,1.6536,1,37.3,1,1,-0.236823,-0.009395,155.11125,18,1323.32894,685.75828,0.0,685.75828,1.3135,-147.31836,-26.63183,0.04671492,3.67314703,0.0,192.03,-0.2393047504,0.85,0.151347,-0.129738,0.010804,-0.010804,0.281085,3.557646,0.247256,0.000208,-111.271716185,5.221465500000001,9.3024465,-18.049686530000002,-0.0027581100000000002,0.00398908,0.0040098365,C1=CC=C(C=C1)CP(=O)O,deltaG_Mn_4,-0.0656689699997059,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_64378677,0.6383999999999996,2,75.63,3,2,-0.232826,0.001507,240.27609,35,2074.68048,992.90019,0.0,992.90019,1.2978,-153.36544,-20.34568,0.04777287,3.03744278,0.0,278.04,-0.7169657289,0.7923,0.149145,-0.115463,0.016841,-0.016841,0.264608,3.779179,0.262606,0.000536,-104.519464085,6.538838500000001,9.299343,-17.136844125000003,-0.003210445,0.003988256,0.0040094810000000005,CCOCC(=O)NC1C2CCC(C2)C1C(=O)O,deltaG_Mn_4,-0.0702501600003415,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_20223700,1.5205199999999999,1,37.3,1,1,-0.246162,-0.012962,169.13787,21,1478.40352,756.82296,0.0,756.82296,1.282,-152.78809,-26.82004,0.04940531,3.56590815,0.0,211.93,-0.355767686,0.8292,0.163558,-0.121652,0.020953,-0.020953,0.28521,3.506191,0.246353,0.00077,-114.775964335,5.632363,9.185548,-17.698984584999998,-0.0027157600000000002,0.003985018,0.0040092195,CC1=CC=C(C=C1)P(=O)(C)O,deltaG_Mn_4,-0.0725074939998648,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_88760201,3.823900000000003,1,46.53,2,1,-0.244789,-0.032713,251.2386,33,2181.04342,1027.66785,0.0,1027.66785,1.2908,-143.43837,-25.47007,0.04011487,3.24081589,0.0,287.78,-0.7009406958,0.7914,0.164215,-0.123538,0.020338,-0.020338,0.287753,3.475197,0.231152,0.000719,-115.974397665,3.674172,9.571042,-18.848017555,-0.00273973,0.0039858715,0.004008539,CCC(C=C)OP(=O)(C(=C)C1=CC=CC=C1)O,deltaG_Mn_4,-0.0690006399997855,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_169084763,3.2582000000000018,1,69.89,3,2,-0.230961,-0.015397,254.2425,34,2183.53287,1032.66814,0.0,1032.66814,1.3048,-147.16197,-0.75067,0.03575309,3.24894313,1.94,287.24,-0.7109496775,0.7882,0.151746,-0.130652,0.010547,-0.010547,0.282398,3.541099,0.237157,0.000197,-105.52324001,6.440453,9.30105,-18.347580315000002,-0.00279934,0.0039864670000000005,0.004009556,CCCP(=O)(C(CC=NO)C1=CC=CC=C1)O,deltaG_Mn_4,-0.0879999800001769,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_101045356,2.7114000000000016,3,55.760000000000005,3,1,-0.21228,-0.038985,221.12639,21,1583.96362,785.1266,0.0,785.1266,1.5644,-131.63609,-25.65407,0.0474306,3.51662033,0.0,219.86,-0.0811196187,0.837,0.14747,-0.123073,0.012198,-0.012198,0.270543,3.69627,0.242683,0.000275,-108.834599825,2.7768195,10.265208000000001,-19.283217790000002,-0.002492455,0.0039814425,0.004009287,C1=CC2=C3C(=C1)OP(=O)(OC3=CC=C2)O,deltaG_Mn_4,-0.0357278500002848,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_10855783,0.8282999999999998,1,57.53,2,2,-0.227047,-0.034988,161.13454,17,1339.07569,726.23659,11.41197,714.82462,1.3484,-152.56871,15.88122,0.06611517,3.58303431,6.06,197.31,0.0968655398,0.809,0.136118,-0.108244,0.013937,-0.013937,0.244362,4.092296,0.268323,0.000397,-120.39969051,3.4659685,9.4013825,-17.114408615000002,-0.002873815,0.003986205,0.004008970000000001,C1=CC=C(C(=C1)C#CC(=O)O)O,deltaG_Mn_4,-0.0584465519996229,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_140281456,1.5334999999999999,0,40.540000000000006,1,1,-0.214345,0.004145,164.1628,25,1539.30776,770.57398,0.0,770.57398,1.1951,-151.22381,-43.43676,0.03940461,3.62135063,0.0,215.78,-0.8531607911,0.8367,0.137433,-0.141323,-0.001945,0.001945,0.278756,3.587361,0.257985,7e-06,-115.00515616999999,5.1973199999999995,9.1892745,-18.25664924,-0.002916005,0.003984998,0.004008587,CCN(CC)P(=O)(CC)O,deltaG_Mn_4,-0.0890210239997486,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_21857370,1.8746999999999998,2,62.32000000000001,2,2,-0.214783,-0.020396,190.1758,22,1529.9404,765.52537,10.86803,754.65734,1.3929,-158.17006,11.2336,0.05346707,3.64492332,5.48,208.89,0.0161738817,0.8388,0.128915,-0.113976,0.00747,-0.00747,0.24289,4.117083,0.275034,0.000115,-120.565746365,5.5555115,8.990703,-16.94619665,-0.0028483049999999998,0.0039860135,0.0040082469999999995,COC1=C(C2=C(C=C1)NC=C2)C(=O)O,deltaG_Mn_4,-0.0769636559996342,0.66,25,1.55,54.94,4,7.43,15.63,33.66
CID_85718387,1.1363,2,66.84,3,1,-0.241973,-0.02032,268.22603,33,2157.51297,1041.56997,0.0,1041.56997,1.3931,-137.10113,-23.32418,0.03764513,3.12700449,0.0,291.67,-0.4671352963,0.7752,0.168021,-0.117993,0.025014,-0.025014,0.286014,3.49633,0.222065,0.001094,-105.85254626,4.910697000000001,9.605945,-18.91249707,-0.002772985,0.00398808,0.0040096955,C1CC(=O)N(C1)CCOP(=O)(C2=CC=CC=C2)O,deltaG_Mn_4,-0.0614463100002922,0.66,25,1.55,54.94,4,7.43,15.63,33.66
